"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Wu, G.; Deng, Y.; Qin, X.","Wu, Guojin (57192553872); Deng, Yuihui (20734156700); Qin, Xiao (8520825700)","57192553872; 20734156700; 8520825700","Using Provenance to boost the Metadata Prefetching in distributed storage systems","2016","Proceedings of the 34th IEEE International Conference on Computer Design, ICCD 2016","","","7753264","80","87","7","10.1109/ICCD.2016.7753264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006783218&doi=10.1109%2FICCD.2016.7753264&partnerID=40&md5=d5cefb596e1acebc39faa4232692a3c2","Conference paper","Final","","Scopus","2-s2.0-85006783218"
"Ghosh, D.R.; Poovammal, E.","Ghosh, Dibya Raj (57191964595); Poovammal, E. (26639841900)","57191964595; 26639841900","Ontology based semantic web on Hadoop platform","2016","International Conference on Electrical, Electronics, and Optimization Techniques, ICEEOT 2016","","","7754901","1339","1343","0","10.1109/ICEEOT.2016.7754901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006761723&doi=10.1109%2FICEEOT.2016.7754901&partnerID=40&md5=783240a0f3b03c8da1bdd88ff2c6bf7b","Conference paper","Final","","Scopus","2-s2.0-85006761723"
"Gayoso-Cabada, J.; Rodríguez-Cerezo, D.; Sierra-Rodríguez, J.-L.","Gayoso-Cabada, Joaquín (55975741900); Rodríguez-Cerezo, Daniel (50262955900); Sierra-Rodríguez, José Luis (7102319587)","55975741900; 50262955900; 7102319587","Learning object repositories with dynamically reconfigurable metadata schemata","2016","2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies","","","7751848","","","4","10.1109/SIIE.2016.7751848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006753188&doi=10.1109%2FSIIE.2016.7751848&partnerID=40&md5=e0bf360d2b1eb3cdbde466559a30d8e7","Conference paper","Final","","Scopus","2-s2.0-85006753188"
"Grigorieva, M.A.; Golosova, M.V.; Gubin, M.Y.; Klimentov, A.A.; Osipova, V.V.; Ryabinkin, E.A.","Grigorieva, M. A. (57188682851); Golosova, M. (57188680906); Gubin, M. Y. (57196693453); Klimentov, Aleksey A. (35227521100); Osipova, Victoria V. (56825530300); Ryabinkin, Evgeny A. (30267928400)","57188682851; 57188680906; 57196693453; 35227521100; 56825530300; 30267928400","Evaluating non-relational storage technology for HEP metadata and meta-data catalog","2016","Journal of Physics: Conference Series","762","1","012017","","","4","10.1088/1742-6596/762/1/012017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002245024&doi=10.1088%2F1742-6596%2F762%2F1%2F012017&partnerID=40&md5=8ed96c1dedf0447211cca3534ac31191","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85002245024"
"Acero, R.; Santolaria Mazo, J.; Brau, A.; Pueo, M.","Acero, Raquel (55987327700); Santolaria Mazo, Jorge P. (35234954000); Brau, Agustín (7004093878); Pueo, Marcos (56037866600)","55987327700; 35234954000; 7004093878; 56037866600","Virtual distances methodology as verification technique for AACMMs with a capacitive sensor based indexed metrology platform","2016","Sensors (Switzerland)","16","11","1940","","","13","10.3390/s16111940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996602466&doi=10.3390%2Fs16111940&partnerID=40&md5=508dd6945587baa7de2dc4f0a5d446bb","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84996602466"
"Dublé, E.; Brunisholz, P.; Rousseau, F.; Duda, A.","Dublé, Étienne (55364648900); Brunisholz, Pierre (56716194900); Rousseau, Franck (7102890398); Duda, Andrzej (7005692500)","55364648900; 56716194900; 7102890398; 7005692500","Time-Independent experiment reproducibility: Turning the Walt platform into a time machine","2016","PE-WASUN 2016 - Proceedings of the 13th ACM Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks","","","","67","72","0","10.1145/2989293.2989303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007143102&doi=10.1145%2F2989293.2989303&partnerID=40&md5=5898baf319b1ecf57220015a4aefb4b9","Conference paper","Final","","Scopus","2-s2.0-85007143102"
"Berry, D.P.; O'Brien, A.; Wall, E.; McDermott, K.; Randles, S.; Flynn, P.; Park, S.; Grose, J.; Weld, R.; McHugh, N.","Berry, Donagh P. (7402256810); O'Brien, Aine C. (57193420310); Wall, Eamonn (57219256141); McDermott, Kevin (57191885522); Randles, Shane (57191885519); Flynn, Paul (56311142100); Park, Stephen D.E. (13204418200); Grose, Jenny (57191891186); Weld, Rebecca (56310280600); McHugh, Nóirín (53863750700)","7402256810; 57193420310; 57219256141; 57191885522; 57191885519; 56311142100; 13204418200; 57191891186; 56310280600; 53863750700","Inter- and intra-reproducibility of genotypes from sheep technical replicates on Illumina and Affymetrix platforms","2016","Genetics, selection, evolution : GSE","48","1","","86","","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047595191&partnerID=40&md5=305c584d1739a1de2b1c4aeeb5fe4f65","Article","Final","","Scopus","2-s2.0-85047595191"
"Berry, D.P.; O’Brien, A.; Wall, E.; McDermott, K.; Randles, S.; Flynn, P.; Park, S.; Grose, J.; Weld, R.; McHugh, N.","Berry, Donagh P. (7402256810); O’Brien, Aine C. (57213544722); Wall, Eamonn (57219256141); McDermott, Kevin (57191885522); Randles, Shane (57191885519); Flynn, Paul (56311142100); Park, Stephen D.E. (13204418200); Grose, Jenny (57191891186); Weld, Rebecca (56310280600); McHugh, Nóirín (53863750700)","7402256810; 57213544722; 57219256141; 57191885522; 57191885519; 56311142100; 13204418200; 57191891186; 56310280600; 53863750700","Inter- and intra-reproducibility of genotypes from sheep technical replicates on Illumina and Affymetrix platforms","2016","Genetics Selection Evolution","48","1","","1","5","7","10.1186/s12711-016-0267-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994530616&doi=10.1186%2Fs12711-016-0267-0&partnerID=40&md5=7cca02aa863f3d9166d6b957079230a3","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84994530616"
"Su, H.-J.; Pan, J.-Y.","Su, Hungjen (36952274900); Pan, Jenyi (7404098294)","36952274900; 7404098294","Crowdsourcing platform for collaboration management in vulnerability verification","2016","18th Asia-Pacific Network Operations and Management Symposium, APNOMS 2016: Management of Softwarized Infrastructure - Proceedings","","","7737235","","","7","10.1109/APNOMS.2016.7737235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006469892&doi=10.1109%2FAPNOMS.2016.7737235&partnerID=40&md5=8fd053ae8eca3175a40f80d56e011e04","Conference paper","Final","","Scopus","2-s2.0-85006469892"
"Reffad, H.; Alti, A.; Philippe, P.","Reffad, Hamza (57192984642); Alti, Adel (34879509700); Philippe, Roose (55843683500)","57192984642; 34879509700; 55843683500","Cloud-based semantic platform for dynamic management of context-aware mobile ERP applications","2016","8th International Conference on Management of Digital EcoSystems, MEDES 2016","","","","181","188","3","10.1145/3012071.3012076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009783855&doi=10.1145%2F3012071.3012076&partnerID=40&md5=8db0bd2d59edda4b3d38eca4f7b649f4","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85009783855"
"Guru, S.; Hanigan, I.C.; Nguyen, H.A.; Burns, E.; Stein, J.; Blanchard, W.; Lindenmayer, D.; Clancy, T.","Guru, Siddeswara Mayura (9844467900); Hanigan, Ivan Charles (21934126200); Nguyen, Hoang Anh (56654647600); Burns, Emma L. (7102567042); Stein, John Anton Robert (36911147800); Blanchard, Wade (55377566700); Lindenmayer, David B. (35510108300); Clancy, Tim F. (59889553900)","9844467900; 21934126200; 56654647600; 7102567042; 36911147800; 55377566700; 35510108300; 59889553900","Development of a cloud-based platform for reproducible science: A case study of an IUCN Red List of Ecosystems Assessment","2016","Ecological Informatics","36","","","221","230","9","10.1016/j.ecoinf.2016.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994182466&doi=10.1016%2Fj.ecoinf.2016.08.003&partnerID=40&md5=f6a7aeb69b52214231b79fa25ecc797e","Article","Final","","Scopus","2-s2.0-84994182466"
"Misyura, M.; Zhang, T.; Sukhai, M.A.; Mathew, M.; Garg, S.; Kamel-Reid, S.; Stockley, T.L.","Misyura, Maksym (55542246000); Zhang, Tong (55729087700); Sukhai, Mahadeo A. (6508125575); Mathew, Mariam T. (55472077500); Garg, Swati (57191706454); Kamel-Reid, Suzanne (7006391577); Stockley, Tracy L. (6603460973)","55542246000; 55729087700; 6508125575; 55472077500; 57191706454; 7006391577; 6603460973","Comparison of Next-Generation Sequencing Panels and Platforms for Detection and Verification of Somatic Tumor Variants for Clinical Diagnostics","2016","Journal of Molecular Diagnostics","18","6","","842","850","38","10.1016/j.jmoldx.2016.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992518910&doi=10.1016%2Fj.jmoldx.2016.06.004&partnerID=40&md5=931dd61123532b347640d6d78452b9f5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84992518910"
"de Souza, P.P.; Motoike, S.Y.; Carvalho, M.; Kuki, K.N.; Borges, E.E.; Silva, A.M.","de Souza, Patrícia Pereira (55890567500); Motoike, Sérgio Yoshimitsu (16233904700); Carvalho, Mychelle (24465039100); Kuki, Kacilda Naomi (23767232000); Borges, Eduardo E.L. (23092947400); Silva, Antônio Marcos (58273776000)","55890567500; 16233904700; 24465039100; 23767232000; 23092947400; 58273776000","Storage on the vigor and viability of macauba seeds from two provenances of Minas Gerais State; Tipo de armazenamento no vigor e na viabilidade de sementes de macaúba oriundas de duas localidades do Estado de Minas Gerais","2016","Ciencia Rural","46","11","","1932","1937","11","10.1590/0103-8478cr20150848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990058843&doi=10.1590%2F0103-8478cr20150848&partnerID=40&md5=3321c720324514f3395f0889c376b5f2","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-84990058843"
"Anderlini, L.; Gerardi, D.; Lagunoff, R.","Anderlini, Luca (6603125128); Gerardi, Dino (6701827113); Lagunoff, Roger D. (6602771277)","6603125128; 6701827113; 6602771277","Auditing, disclosure, and verification in decentralized decision problems","2016","Journal of Economic Behavior and Organization","131","","","393","408","1","10.1016/j.jebo.2016.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990049607&doi=10.1016%2Fj.jebo.2016.09.002&partnerID=40&md5=978f48ec4377ebf7c7ee8b6032d4fbdc","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84990049607"
"Servilla, M.; Brunt, J.; Costa, D.; McGann, J.; Waide, R.","Servilla, Mark (15756393700); Brunt, James W. (7006565882); Costa, Duane (34879583700); McGann, Jeanine (55915768000); Waide, Robert B. (6603450738)","15756393700; 7006565882; 34879583700; 55915768000; 6603450738","The contribution and reuse of LTER data in the Provenance Aware Synthesis Tracking Architecture (PASTA) data repository","2016","Ecological Informatics","36","","","247","258","12","10.1016/j.ecoinf.2016.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979649164&doi=10.1016%2Fj.ecoinf.2016.07.003&partnerID=40&md5=c56aaf19a51e4a973a7e586630605304","Article","Final","","Scopus","2-s2.0-84979649164"
"Duan, H.; Xiang, X.; Zhang, Y.; Min, G.; Zhan, W.; Lv, P.","Duan, Hancong (56239189300); Xiang, Xiaoke (56659058400); Zhang, Yulu (57190133503); Min, Geyong (7102053498); Zhan, Wenhan (55371877400); Lv, Pengcheng (57190129008)","56239189300; 56659058400; 57190133503; 7102053498; 55371877400; 57190129008","A multi-channel architecture for metadata management in cloud storage systems by binding CPU-cores to disks","2016","Concurrency and Computation: Practice and Experience","28","16","","4215","4229","2","10.1002/cpe.3882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977539407&doi=10.1002%2Fcpe.3882&partnerID=40&md5=0b3627425bc7d97cdab98f70389b6f5b","Conference paper","Final","","Scopus","2-s2.0-84977539407"
"Foong, O.-M.; Yong, S.-P.; Jaid, F.-A.","Foong, Oi Mean (35848525300); Yong, Suet Peng (26656442400); Jaid, Farha Am (57192094286)","35848525300; 26656442400; 57192094286","Text Summarization Using Latent Semantic Analysis Model in Mobile Android Platform","2016","Proceedings - AMS 2015: Asia Modelling Symposium 2015 - Asia 9th International Conference on Mathematical Modelling and Computer Simulation","","","7725296","35","39","14","10.1109/AMS.2015.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997079893&doi=10.1109%2FAMS.2015.15&partnerID=40&md5=56e4a75a67728f277d685b0ef9c2612a","Conference paper","Final","","Scopus","2-s2.0-84997079893"
"Tian, D.; Bates, A.; Butler, K.R.B.; Rangaswami, R.","Tian, Dave Jing (56417120400); Bates, Adam (55498417300); Butler, Kevin R.B. (57201561335); Rangaswami, Raju (16242636000)","56417120400; 55498417300; 57201561335; 16242636000","ProvUSB: Block-level provenance-based data protection for USB storage devices","2016","Proceedings of the ACM Conference on Computer and Communications Security","24-28-October-2016","","","242","253","25","10.1145/2976749.2978398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995477512&doi=10.1145%2F2976749.2978398&partnerID=40&md5=32d2b6c7ccbe25c046314a81ccbd1aa0","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84995477512"
"Ni, J.; Lin, X.; Zhang, K.; Yu, Y.; Shen, X.S.","Ni, Jianbing (55513556200); Lin, Xiaodong (17435253300); Zhang, Kuan (55695066400); Yu, Yong (55628587839); Shen, Xuemin Sherman (7402721166)","55513556200; 17435253300; 55695066400; 55628587839; 7402721166","Secure outsourced data transfer with integrity verification in cloud storage","2016","2016 IEEE/CIC International Conference on Communications in China, ICCC 2016","","","7636866","","","15","10.1109/ICCChina.2016.7636866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997693867&doi=10.1109%2FICCChina.2016.7636866&partnerID=40&md5=ef959ab5323f1eb07ac60cea0b3afac1","Conference paper","Final","","Scopus","2-s2.0-84997693867"
"Cha, B.; Park, S.; Kim, J.","Cha, Byung Rea (23388097700); Park, Sun (7501831047); Kim, Jongwon (36063003600)","23388097700; 7501831047; 36063003600","Design and verification of software-defined RAID for hybrid cloud storage","2016","Proceedings - International Conference on Cloud Computing Research and Innovation 2016, ICCCRI 2016","","","7600188","128","133","2","10.1109/ICCCRI.2016.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994840950&doi=10.1109%2FICCCRI.2016.27&partnerID=40&md5=7aa638932d44055de9dd260f5c480a21","Conference paper","Final","","Scopus","2-s2.0-84994840950"
"Fiorina, C.; Kerkar, N.; Mikityuk, K.; Rubiolo, P.; Pautz, A.","Fiorina, Carlo (36183329500); Kerkar, Nordine (37013612700); Mikityuk, Konstantin (9839384700); Rubiolo, Pablo R. (6701308277); Pautz, Andreas (55843977500)","36183329500; 37013612700; 9839384700; 6701308277; 55843977500","Development and verification of the neutron diffusion solver for the GeN-Foam multi-physics platform","2016","Annals of Nuclear Energy","96","","","212","222","55","10.1016/j.anucene.2016.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976481574&doi=10.1016%2Fj.anucene.2016.05.023&partnerID=40&md5=c89755c01db5176753469e391bd7891a","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84976481574"
"Chang, W.E.; Peterson, M.W.; Garay, C.D.; Korves, T.","Chang, Wenling E. (36445436700); Peterson, Matthew W. (23111868500); Garay, Christopher D. (8515759600); Korves, Tonia M. (6508380252)","36445436700; 23111868500; 8515759600; 6508380252","Pathogen metadata platform: Software for accessing and analyzing pathogen strain information","2016","BMC Bioinformatics","17","1","379","","","2","10.1186/s12859-016-1231-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987917217&doi=10.1186%2Fs12859-016-1231-2&partnerID=40&md5=b5c10025f2bad34d445a6033a63c8435","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84987917217"
"Chochiang, K.; Hanna, F.; Betbeder, M.-L.; Lapayre, J.-C.","Chochiang, Kitsiri (57191579472); Hanna, Fouad (56287099600); Betbeder, Marie Laure (14015142500); Lapayre, Jean Christophe (6507446758)","57191579472; 56287099600; 14015142500; 6507446758","A new web-services based platform for semantic transliterated words searching to facilitate tourist strips in Thailand","2016","Proceedings of the 2016 IEEE 20th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2016","","","7566006","310","315","0","10.1109/CSCWD.2016.7566006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991730000&doi=10.1109%2FCSCWD.2016.7566006&partnerID=40&md5=44a62c1895003c71392ad4f19286333b","Conference paper","Final","","Scopus","2-s2.0-84991730000"
